ID;Active (0/1);Name *[fr-FR];Categories (x,y,z,...);Price tax excl.;Tax rules ID;Wholesale price;Reference #;EAN13;Brand;Short description[fr-FR];Description[fr-FR];URL rewritten[fr-FR];Image URLs (x,y,z,...);Attribute (Name:Type:Position)*;Value (Value:Position)*;Combination Reference;Quantity;Supplier reference
;;Soutien-gorge sans-bretelles model 219275 Mat;;;;;PDF-219275;5902972152891;;;;;;Taille;EU 90D | FR 105D:28;M1247726;8;M1247726
;;Soutien-gorge sans-bretelles model 219275 Mat;;;;;PDF-219275;5902972152969;;;;;;Taille;EU 90E | FR 105E:29;M1247727;8;M1247727
;;Soutien-gorge sans-bretelles model 219275 Mat;;;;;PDF-219275;5902972152730;;;;;;Taille;EU 95B | FR 110B:30;M1247729;8;M1247729
;;Soutien-gorge sans-bretelles model 219275 Mat;;;;;PDF-219275;5902972152822;;;;;;Taille;EU 95C | FR 110C:31;M1247730;10;M1247730
;;Soutien-gorge sans-bretelles model 219275 Mat;;;;;PDF-219275;5902972152907;;;;;;Taille;EU 95D | FR 110D:32;M1247731;8;M1247731
;;Soutien-gorge sans-bretelles model 219275 Mat;;;;;PDF-219275;5902972152747;;;;;;Taille;EU 100B | FR 115B:33;M1247689;6;M1247689
;;Soutien-gorge sans-bretelles model 219275 Mat;;;;;PDF-219275;5902972152839;;;;;;Taille;EU 100C | FR 115C:34;M1247690;3;M1247690
;;Soutien-gorge sans-bretelles model 219275 Mat;;;;;PDF-219275;5902972152754;;;;;;Taille;EU 105B | FR 120B:35;M1247691;5;M1247691
;1;Soutien-gorge sans-bretelles model 93418 Vena;Accueil->Lingerie->Soutiens-gorge->Balconnet;59.18;1;26.9;PDF-93418;5902490856493;Vena;Joli modèle de soutien-gorge avec des bonnets rembourrés en coupe balconnet. Bonnets sans couture en microfibre élastique partiellement recouverts de dentelle. Modèle d'armatures. Côtés et pont en dentelle. Bretelles détachables à longueur réglable. La coupe balconnet galbe joliment la poitrine et l'arrondit. Côtés et dos en tissu tricoté lisse. Petite décoration entre les tasses. Modèle terminé à l'intérieur par une bande de silicone. Fermeture à trois rangs avec deux crochets.;"Joli modèle de soutien-gorge avec des bonnets rembourrés en coupe balconnet. Bonnets sans couture en microfibre élastique partiellement recouverts de dentelle. Modèle d'armatures. Côtés et pont en dentelle. Bretelles détachables à longueur réglable. La coupe balconnet galbe joliment la poitrine et l'arrondit. Côtés et dos en tissu tricoté lisse. Petite décoration entre les tasses. Modèle terminé à l'intérieur par une bande de silicone. Fermeture à trois rangs avec deux crochets.

Composition : Coton 5 %, Élasthanne 15 %, polyamide 75 %, Polyester 5 %";soutien-gorge-sans-bretelles-vena-blanc-93418;https://lingeriematterhorn.fr/pics_source/1119584.jpg;Taille;EU 65E | FR 80E:0;M569266;8;M569266
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856509;;;;;;Taille;EU 65F | FR 80F:1;M569267;9;M569267
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856516;;;;;;Taille;EU 65G | FR 80G:2;M569260;6;M569260
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856523;;;;;;Taille;EU 65H | FR 80H:3;M569261;12;M569261
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856530;;;;;;Taille;EU 65I | FR 80I:4;M569262;3;M569262
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856547;;;;;;Taille;EU 70D | FR 85D:5;M569268;4;M569268
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856554;;;;;;Taille;EU 70E | FR 85E:6;M569269;9;M569269
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856561;;;;;;Taille;EU 70F | FR 85F:7;M569270;10;M569270
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856578;;;;;;Taille;EU 70G | FR 85G:8;M569271;8;M569271
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856585;;;;;;Taille;EU 70H | FR 85H:9;M569263;6;M569263
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856592;;;;;;Taille;EU 70I | FR 85I:10;M569264;8;M569264
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856608;;;;;;Taille;EU 75C | FR 90C:11;M569272;16;M569272
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856615;;;;;;Taille;EU 75D | FR 90D:12;M569273;12;M569273
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856622;;;;;;Taille;EU 75E | FR 90E:13;M569274;15;M569274
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856639;;;;;;Taille;EU 75F | FR 90F:14;M569275;21;M569275
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856646;;;;;;Taille;EU  75G | FR 90G:15;M943606;18;M943606
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856653;;;;;;Taille;EU 75H | FR 90H:16;M569265;3;M569265
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856660;;;;;;Taille;EU 80B | FR 95B:17;M569276;20;M569276
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856677;;;;;;Taille;EU 80C | FR 95C:18;M569277;19;M569277
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856684;;;;;;Taille;EU 80D | FR 95D:19;M569278;28;M569278
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856691;;;;;;Taille;EU 80E | FR 95E:20;M569279;21;M569279
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856707;;;;;;Taille;EU 80F | FR 95F:21;M569280;21;M569280
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856714;;;;;;Taille;EU 80G | FR 95G:22;M569281;6;M569281
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856721;;;;;;Taille;EU 85B | FR 100B:23;M569282;5;M569282
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856738;;;;;;Taille;EU 85C | FR 100C:24;M569283;32;M569283
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856745;;;;;;Taille;EU 85D | FR 100D:25;M569284;23;M569284
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856752;;;;;;Taille;EU 85E | FR 100E:26;M569285;26;M569285
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856769;;;;;;Taille;EU 85F | FR 100F:27;M569286;19;M569286
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856776;;;;;;Taille;EU 90B | FR 105B:28;M569287;8;M569287
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856783;;;;;;Taille;EU 90C | FR 105C:29;M569288;9;M569288
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856790;;;;;;Taille;EU 90D | FR 105D:30;M569289;11;M569289
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856806;;;;;;Taille;EU 90E | FR 105E:31;M569290;18;M569290
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856813;;;;;;Taille;EU 95B | FR 110B:32;M569291;13;M569291
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856820;;;;;;Taille;EU 95C | FR 110C:33;M569292;9;M569292
;;Soutien-gorge sans-bretelles model 93418 Vena;;;;;PDF-93418;5902490856837;;;;;;Taille;EU 95D | FR 110D:34;M569293;10;M569293
;1;Soutien-gorge sans-bretelles model 103768 Vena;Accueil->Lingerie->Soutiens-gorge->Balconnet;50.38;1;22.9;PDF-103768;5907996571611;Vena;Joli modèle de soutien-gorge avec des bonnets rembourrés en coupe balconnet. Bonnets en satin élastique partiellement recouverts de dentelle. Modèle d'armatures. Côtés et pont en dentelle. Sans bretelles, non amovible et réglable en longueur. La coupe balconnet galbe joliment la poitrine et l'arrondit. Côtés et dos en tissu tricoté lisse. Une petite décoration de bijoux entre les tasses. Le modèle rassemble bien les seins et les rend joliment modelés et le décolleté semble très tentant.…;"Joli modèle de soutien-gorge avec des bonnets rembourrés en coupe balconnet. Bonnets en satin élastique partiellement recouverts de dentelle. Modèle d'armatures. Côtés et pont en dentelle. Sans bretelles, non amovible et réglable en longueur. La coupe balconnet galbe joliment la poitrine et l'arrondit. Côtés et dos en tissu tricoté lisse. Une petite décoration de bijoux entre les tasses. Le modèle rassemble bien les seins et les rend joliment modelés et le décolleté semble très tentant. Fermeture à trois rangs avec deux crochets.

Composition : Coton 5 %, Élasthanne 15 %, polyamide 75 %, Polyester 5 %";soutien-gorge-sans-bretelles-vena-noir-103768;https://lingeriematterhorn.fr/pics_source/1119573.jpg,https://lingeriematterhorn.fr/pics_source/1119574.jpg;Taille;EU 65E | FR 80E:0;M633769;4;M633769
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996571628;;;;;;Taille;EU 65F | FR 80F:1;M633770;8;M633770
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996571635;;;;;;Taille;EU 65G | FR 80G:2;M633764;1;M633764
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996571642;;;;;;Taille;EU 65H | FR 80H:3;M633765;2;M633765
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996571659;;;;;;Taille;EU 65I | FR 80I:4;M633766;6;M633766
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548392;;;;;;Taille;EU 70D | FR 85D:5;M633771;6;M633771
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548408;;;;;;Taille;EU 70E | FR 85E:6;M633772;15;M633772
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548415;;;;;;Taille;EU 70F | FR 85F:7;M633773;21;M633773
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548422;;;;;;Taille;EU 70G | FR 85G:8;M633774;14;M633774
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548439;;;;;;Taille;EU 70H | FR 85H:9;M633767;16;M633767
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548446;;;;;;Taille;EU 75C | FR 90C:10;M633775;5;M633775
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548453;;;;;;Taille;EU 75D | FR 90D:11;M633776;20;M633776
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548460;;;;;;Taille;EU 75E | FR 90E:12;M633777;25;M633777
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548477;;;;;;Taille;EU 75F | FR 90F:13;M633778;15;M633778
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548484;;;;;;Taille;EU 75G | FR 90G:14;M633779;3;M633779
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548491;;;;;;Taille;EU 75H | FR 90H:15;M633768;14;M633768
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548507;;;;;;Taille;EU 80B | FR 95B:16;M633780;11;M633780
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548514;;;;;;Taille;EU 80C | FR 95C:17;M633781;26;M633781
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548521;;;;;;Taille;EU 80D | FR 95D:18;M633782;21;M633782
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548538;;;;;;Taille;EU 80E | FR 95E:19;M633783;8;M633783
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548545;;;;;;Taille;EU 80F | FR 95F:20;M633784;13;M633784
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548552;;;;;;Taille;EU 80G | FR 95G:21;M633785;27;M633785
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548569;;;;;;Taille;EU 85B | FR 100B:22;M633786;19;M633786
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548576;;;;;;Taille;EU 85C | FR 100C:23;M633787;27;M633787
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548583;;;;;;Taille;EU 85D | FR 100D:24;M633788;14;M633788
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548590;;;;;;Taille;EU 85E | FR 100E:25;M633789;14;M633789
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548606;;;;;;Taille;EU 85F | FR 100F:26;M633790;19;M633790
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548613;;;;;;Taille;EU 90B | FR 105B:27;M633791;20;M633791
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548620;;;;;;Taille;EU 90C | FR 105C:28;M633792;18;M633792
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548637;;;;;;Taille;EU 90D | FR 105D:29;M633793;19;M633793
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548644;;;;;;Taille;EU 90E | FR 105E:30;M633794;25;M633794
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548651;;;;;;Taille;EU 95B | FR 110B:31;M633795;19;M633795
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548668;;;;;;Taille;EU 95C | FR 110C:32;M633796;24;M633796
;;Soutien-gorge sans-bretelles model 103768 Vena;;;;;PDF-103768;5907996548675;;;;;;Taille;EU 95D | FR 110D:33;M633797;22;M633797
;1;Soutien-gorge sans-bretelles model 93469 Vena;Accueil->Lingerie->Soutiens-gorge->Balconnet;50.38;1;22.9;PDF-93469;5907996571567;Vena;Joli modèle de soutien-gorge avec des bonnets rembourrés en coupe balconnet. Bonnets en satin élastique partiellement recouverts de dentelle. Modèle d'armatures. Côtés et pont en dentelle. Sans bretelles, non amovible et réglable en longueur. La coupe balconnet galbe joliment la poitrine et l'arrondit. Côtés et dos en tissu tricoté lisse. Petite décoration de bijoux entre les tasses. Fermeture à trois rangs avec deux crochets.;"Joli modèle de soutien-gorge avec des bonnets rembourrés en coupe balconnet. Bonnets en satin élastique partiellement recouverts de dentelle. Modèle d'armatures. Côtés et pont en dentelle. Sans bretelles, non amovible et réglable en longueur. La coupe balconnet galbe joliment la poitrine et l'arrondit. Côtés et dos en tissu tricoté lisse. Petite décoration de bijoux entre les tasses. Fermeture à trois rangs avec deux crochets.

Composition : Coton 5 %, Élasthanne 15 %, polyamide 75 %, Polyester 5 %";soutien-gorge-sans-bretelles-vena-blanc-93469;https://lingeriematterhorn.fr/pics_source/1032698.jpg;Taille;EU 65E | FR 80E:0;M570638;4;M570638
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996571574;;;;;;Taille;EU 65F | FR 80F:1;M570639;12;M570639
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996571581;;;;;;Taille;EU 65G | FR 80G:2;M570633;14;M570633
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996571598;;;;;;Taille;EU 65H | FR 80H:3;M570634;9;M570634
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996571604;;;;;;Taille;EU 65I | FR 80I:4;M570635;10;M570635
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513482;;;;;;Taille;EU 70D | FR 85D:5;M570640;3;M570640
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513499;;;;;;Taille;EU 70E | FR 85E:6;M570641;8;M570641
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513505;;;;;;Taille;EU 70F | FR 85F:7;M570642;20;M570642
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513512;;;;;;Taille;EU 70G | FR 85G:8;M570643;13;M570643
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513529;;;;;;Taille;EU 70H | FR 85H:9;M570636;6;M570636
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513543;;;;;;Taille;EU 75C | FR 90C:10;M570644;6;M570644
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513550;;;;;;Taille;EU 75D | FR 90D:11;M570645;4;M570645
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513567;;;;;;Taille;EU 75E | FR 90E:12;M570646;19;M570646
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513574;;;;;;Taille;EU 75F | FR 90F:13;M570647;13;M570647
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513581;;;;;;Taille;EU 75G | FR 90G:14;M570648;6;M570648
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513598;;;;;;Taille;EU 75H | FR 90H:15;M570637;13;M570637
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513604;;;;;;Taille;EU 80B | FR 95B:16;M570649;6;M570649
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513611;;;;;;Taille;EU 80C | FR 95C:17;M570650;13;M570650
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513628;;;;;;Taille;EU 80D | FR 95D:18;M570651;11;M570651
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513635;;;;;;Taille;EU 80E | FR 95E:19;M570652;15;M570652
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513642;;;;;;Taille;EU 80F | FR 95F:20;M570653;9;M570653
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513659;;;;;;Taille;EU 80G | FR 95G:21;M570654;3;M570654
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513666;;;;;;Taille;EU 85B | FR 100B:22;M570655;4;M570655
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513673;;;;;;Taille;EU 85C | FR 100C:23;M570656;8;M570656
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513680;;;;;;Taille;EU 85D | FR 100D:24;M570657;16;M570657
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513697;;;;;;Taille;EU 85E | FR 100E:25;M570658;16;M570658
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513703;;;;;;Taille;EU 85F | FR 100F:26;M570659;25;M570659
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513710;;;;;;Taille;EU 90B | FR 105B:27;M570660;5;M570660
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513727;;;;;;Taille;EU 90C | FR 105C:28;M570661;19;M570661
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513734;;;;;;Taille;EU 90D | FR 105D:29;M570662;8;M570662
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513741;;;;;;Taille;EU 90E | FR 105E:30;M570663;20;M570663
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513758;;;;;;Taille;EU 95B | FR 110B:31;M570664;13;M570664
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513765;;;;;;Taille;EU 95C | FR 110C:32;M570665;9;M570665
;;Soutien-gorge sans-bretelles model 93469 Vena;;;;;PDF-93469;5907996513772;;;;;;Taille;EU 95D | FR 110D:33;M570666;13;M570666
;1;Soutien-gorge sans-bretelles model 122860 Vena;Accueil->Lingerie->Soutiens-gorge->Balconnet;59.18;1;26.9;PDF-122860;5902490856844;Vena;Mignon modèle de soutien-gorge avec des bonnets rembourrés en coupe balconnet. Bonnets sans couture en microfibre élastique, partiellement recouverts de dentelle. Modèle d'armatures. Côtés et pont en dentelle. Bretelles détachables à longueur réglable. La coupe balconnet galbe joliment la poitrine et l'arrondit. Côtés et dos en tissu tricoté lisse. Une petite décoration entre les tasses. . Modèle terminé à l'intérieur par une bande de silicone. Couleur : noir classique. Fixation à trois rangs…;"Mignon modèle de soutien-gorge avec des bonnets rembourrés en coupe balconnet. Bonnets sans couture en microfibre élastique, partiellement recouverts de dentelle. Modèle d'armatures. Côtés et pont en dentelle. Bretelles détachables à longueur réglable. La coupe balconnet galbe joliment la poitrine et l'arrondit. Côtés et dos en tissu tricoté lisse. Une petite décoration entre les tasses. . Modèle terminé à l'intérieur par une bande de silicone. Couleur : noir classique. Fixation à trois rangs avec deux crochets. .

Composition : Coton 5 %, Élasthanne 15 %, polyamide 75 %, Polyester 5 %";soutien-gorge-sans-bretelles-vena-noir-122860;https://lingeriematterhorn.fr/pics_source/1119589.jpg;Taille;EU 65E | FR 80E:0;M766664;8;M766664
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490856851;;;;;;Taille;EU 65F | FR 80F:1;M766665;10;M766665
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490856868;;;;;;Taille;EU 65G | FR 80G:2;M766658;12;M766658
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490856875;;;;;;Taille;EU 65H | FR 80H:3;M766659;13;M766659
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490856882;;;;;;Taille;EU 65I | FR 80I:4;M766660;8;M766660
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490856899;;;;;;Taille;EU 70D | FR 85D:5;M766666;6;M766666
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490856905;;;;;;Taille;EU 70E | FR 85E:6;M766667;13;M766667
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490856912;;;;;;Taille;EU 70F | FR 85F:7;M766668;16;M766668
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490856929;;;;;;Taille;EU 70G | FR 85G:8;M766669;7;M766669
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490856943;;;;;;Taille;EU 70I | FR 85I:9;M766662;6;M766662
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490856950;;;;;;Taille;EU 75C | FR 90C:10;M766670;17;M766670
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490856967;;;;;;Taille;EU 75D | FR 90D:11;M766671;20;M766671
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490856974;;;;;;Taille;EU 75E | FR 90E:12;M766672;18;M766672
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490856981;;;;;;Taille;EU 75F | FR 90F:13;M766673;1;M766673
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490856998;;;;;;Taille;EU 75G | FR 90G:14;M766674;17;M766674
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490857018;;;;;;Taille;EU 80B | FR 95B:15;M766675;6;M766675
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490857025;;;;;;Taille;EU 80C | FR 95C:16;M766676;22;M766676
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490857032;;;;;;Taille;EU 80D | FR 95D:17;M766677;26;M766677
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490857049;;;;;;Taille;EU 80E | FR 95E:18;M766678;11;M766678
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490857056;;;;;;Taille;EU 80F | FR 95F:19;M766679;28;M766679
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490857070;;;;;;Taille;EU 85B | FR 100B:20;M766681;10;M766681
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490857087;;;;;;Taille;EU 85C | FR 100C:21;M766682;19;M766682
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490857094;;;;;;Taille;EU 85D | FR 100D:22;M766683;4;M766683
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490857100;;;;;;Taille;EU 85E | FR 100E:23;M766684;22;M766684
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490857117;;;;;;Taille;EU 85F | FR 100F:24;M766685;1;M766685
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490857124;;;;;;Taille;EU 90B | FR 105B:25;M766686;7;M766686
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490857131;;;;;;Taille;EU 90C | FR 105C:26;M766687;11;M766687
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490857148;;;;;;Taille;EU 90D | FR 105D:27;M766688;13;M766688
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490857162;;;;;;Taille;EU 95B | FR 110B:28;M766690;1;M766690
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490857179;;;;;;Taille;EU 95C | FR 110C:29;M766691;11;M766691
;;Soutien-gorge sans-bretelles model 122860 Vena;;;;;PDF-122860;5902490857186;;;;;;Taille;EU 95D | FR 110D:30;M766692;1;M766692
;1;Soutien-gorge sans-bretelles model 120661 Vena;Accueil->Lingerie->Soutiens-gorge->Balconnet;59.18;1;26.9;PDF-120661;5903050416034;Vena;Joli modèle de soutien-gorge avec des bonnets rembourrés en coupe balconnet. Bonnets sans couture en microfibre élastique partiellement recouverts de dentelle. Modèle d'armatures. Côtés et pont en dentelle. Bretelles détachables à longueur réglable. La coupe balconnet galbe joliment la poitrine et l'arrondit. Côtés et dos en tissu tricoté lisse. Une petite décoration entre les tasses. . Modèle fini à l'intérieur avec du ruban de silicone. Fermeture à trois rangs avec deux crochets. Modèle…;"Joli modèle de soutien-gorge avec des bonnets rembourrés en coupe balconnet. Bonnets sans couture en microfibre élastique partiellement recouverts de dentelle. Modèle d'armatures. Côtés et pont en dentelle. Bretelles détachables à longueur réglable. La coupe balconnet galbe joliment la poitrine et l'arrondit. Côtés et dos en tissu tricoté lisse. Une petite décoration entre les tasses. . Modèle fini à l'intérieur avec du ruban de silicone. Fermeture à trois rangs avec deux crochets. Modèle terminé à l'intérieur par une bande de silicone.

Composition : Coton 5 %, Élasthanne 15 %, polyamide 75 %, Polyester 5 %";soutien-gorge-sans-bretelles-vena-beige-120661;https://lingeriematterhorn.fr/pics_source/1119586.jpg,https://lingeriematterhorn.fr/pics_source/1119587.jpg;Taille;EU  65E | FR 80E:0;M943610;10;M943610
;;Soutien-gorge sans-bretelles model 120661 Vena;;;;;PDF-120661;5903050416041;;;;;;Taille;EU 65F | FR 80F:1;M754628;5;M754628
