reference,nom,couleur,composition,texte_source
MH137826,"Sexy shirt model 137826 Donna","navy blue","Spandex 5 % Viscose 95 %","Stylish, fitted to the body nightgown enriched with lace on the neckline. Very feminine and comfortable. Made of soft, elastic fabric that fits the body nicely. Wide straps are an additional decorative element. Under breasts subtly transparent insertion."
MH138179,"Bathrobe model 138179 Donna",red,"Spandex 2 % Polyester 98 %","Elegant robe made of high quality satin. Completed with beautiful lace inserts. This is an ideal proposition for every woman. Soft, delicate fabric with pearly glitter. A feminine cut with a tie that emphasizes the waist. Fashionable 3/4 length sleeves. Also ideal for a gift. The product packed in a box."
MH138180,"Bathrobe model 138180 Donna","navy blue","Spandex 2 % Polyester 98 %","Elegant robe made of high quality satin. Completed with beautiful lace inserts. This is an ideal proposition for every woman. Soft, delicate fabric with pearly glitter. A feminine cut with a tie that emphasizes the waist. Fashionable 3/4 length sleeves. Also ideal for a gift. The product packed in a box."
MH138181,"Sexy set model 138181 Donna",red,"Spandex 2 % Polyester 98 %","Stylish satin pajamas with striking shorts included. Made of exclusive satin with beautiful, pearly lustre. Blouse with lace neckline on thin, adjustable straps sensually emphasizes the upper part of the body. Shorts in a form of loose shorts, at the front, finished with a tape - thanks to it the shorts look elegant and tempting. Back of shorts on elastic band. The product packed in a box."
MH138183,"Sexy shirt model 138183 Donna",red,"Spandex 2 % Polyester 98 %","An exclusive nightgown in which you will look beautiful, feminine and very elegant. Made of high quality satin. It has a neat cut that emphasizes body features with lightness. Model on thin straps which length can be adjusted. Neckline decorated with lace insertion with delicate see-through effect. Back also with lace accent. Product beautifully packaged in a company box."
MH140575,"Bathrobe model 140575 Donna",beige,"Spandex 5 % polyamide 5 % Viscose 90 %","Delicate, soft dressing gown from the new collection by Donna. Very feminine proposal based on comfortable cut with tie at waist and 3/4 length sleeves finished with beautiful lace. Two pockets on the sides. Ideal for morning coffee."
MH140576,"Bathrobe model 140576 Donna","navy blue","Spandex 5 % polyamide 5 % Viscose 90 %","Delicate, soft dressing gown from the new collection by Donna. Very feminine proposal based on comfortable cut with tie at waist and 3/4 length sleeves finished with beautiful lace. Two pockets on the sides. Ideal for morning coffee."
MH140577,"Bathrobe model 140577 Donna",black,"Spandex 5 % polyamide 5 % Viscose 90 %","Delicate, soft dressing gown from the new collection by Donna. Very feminine proposal based on comfortable cut with tie at waist and 3/4 length sleeves finished with beautiful lace. Two pockets on the sides. Ideal for morning coffee."
MH140578,"Sexy shirt model 140578 Donna",beige,"Spandex 5 % polyamide 5 % Viscose 90 %","An elegant nightdress with a lace top, lace neckline and charming mini sleeves. The cut nicely emphasizes the silhouette and accentuates the bust line, creating a beautiful, sensual composition. The fabric is soft, elastic, pleasant to the touch and excellent to wear. Under breasts sewing, neckline slightly pinched, looks spectacular and tempting. High quality. The product packed in a box manufacturer."
MH140581,"Sexy shirt model 140581 Donna",red,"Spandex 5 % polyamide 5 % Viscose 90 %","The latest model from the collection spring-summer 2020, brand Donna beautiful, very feminine shirt Pamela, to choose in two colors. The chemise impresses with delicacy and considerable charm. The bust line crowned with lace, allows the neckline to be beautifully emphasized. The cut is looser at the bottom, thanks to which it allows for full freedom of movement. The top has double, lovely shoulder straps. The thighs also finished with sensual lace. The highest quality product, packed in manufacturer's brand box."
MH140582,"Sexy shirt model 140582 Donna",black,"Spandex 5 % polyamide 5 % Viscose 90 %","The latest model from the collection spring-summer 2020, brand Donna beautiful, very feminine shirt Pamela, to choose in two colors. The chemise impresses with delicacy and considerable charm. The bust line crowned with lace, allows the neckline to be beautifully emphasized. The cut is looser at the bottom, thanks to which it allows for full freedom of movement. The top has double, lovely shoulder straps. The thighs also finished with sensual lace. The highest quality product, packed in manufacturer's brand box."
MH140771,"Bathrobe model 140771 Donna",pink,"Spandex 2 % Polyester 98 %","Ladies' satin bathrobe in the colour of beautiful pearl, covered with a print of tropical palm leaves and exotic flowers... The most fashionable style at present, which already heralds summer and holidays. Tone of pink, beige and purple on a pearl background looks intriguing. The dressing gown has a feminine, shapely cut, is tied at the waist with a belt included in the set and has convenient pockets on the hips."
MH140772,"Bathrobe model 140772 Donna","navy blue","Spandex 2 % Polyester 98 %","Ladies' satin bathrobe in a beautiful navy blue pearl colour, covered with a print of tropical leaves, palm trees and exotic flowers.... The most fashionable style at present, which already heralds summer and holidays. Tone of fuchsia, pink, green and purple on a dark background looks intriguing. The dressing gown has a feminine, shapely cut, is tied at the waist with a belt included in the set, and has convenient pockets on the hips."
MH140773,"Bathrobe model 140773 Donna",green,"Spandex 2 % Polyester 98 %","Ladies' satin bathrobe in the colour of beautiful pearl, covered with a print of tropical palm leaves and exotic flowers... The most fashionable style at the moment, which already heralds summer and holidays. Tone of pink, green, mint and turquoise on pearl background looks intriguing. The dressing gown has a feminine, shapely cut, is tied at the waist with a belt included in the set and has convenient pockets on the hips."
MH140774,"Sexy set model 140774 Donna",pink,"Spandex 2 % Polyester 98 %","Beautiful, two-piece pyjamas by Donna, in the most fashionable style of the moment - tropical palm leaves and exotic flowers in pink, beige and purple on a lovely pearl background. The pyjamas are satin, elegant, soft and look exclusive on the body. They will also make a great gift. The set includes a blouse with adjustable straps and comfortable shorts on elastic with a mini frill around the thighs."
MH140775,"Pyjama model 140775 Donna","navy blue","Spandex 2 % Polyester 98 %","Beautiful, two-piece pyjamas by Donna, in the most fashionable style at the moment - tropical palm leaves and exotic flowers in fuchsia, mint and green tones on a dark, pearl blue background. The pyjamas are satin, elegant, soft and look exclusive on the body. They will also make a great gift. The set includes a blouse with adjustable straps and comfortable shorts on elastic with a mini frill around the thighs."
MH140776,"Pyjama model 140776 Donna",green,"Spandex 2 % Polyester 98 %","Beautiful two-piece pyjamas by Donna, in the most fashionable style of the moment - tropical palm leaves and exotic flowers in fuchsia, mint and green tones, on a lovely pearl background. The pyjamas are satin, elegant, soft and look exclusive on the body. They will also make a great gift. The set includes a blouse with adjustable straps and comfortable shorts with a mini frill around the thighs."
MH140777,"Sexy shirt model 140777 Donna",pink,"Spandex 2 % Polyester 98 %","Beautiful nightdress by Donna, in the most fashionable style of today, tropical palm leaves and exotic flowers in tones of pink, beige and purple on a lovely pearl background. The chemise is satin, elegant, soft, presents itself exquisitely on the silhouette and is also perfect as a unique, beautiful gift."
MH140778,"Sexy shirt model 140778 Donna","navy blue","Spandex 2 % Polyester 98 %","Beautiful nightdress by Donna, in the most fashionable style of tropical palm leaves and exotic flowers in fuchsia, violet and green tones, on a navy blue background. The chemise is satin, elegant, soft, presents itself exquisitely on the silhouette and is also perfect as a unique, beautiful gift."
MH140779,"Sexy shirt model 140779 Donna",green,"Spandex 2 % Polyester 98 %","Beautiful nightdress by Donna, in the most fashionable style of tropical palm leaves and exotic flowers in fuchsia, mint and green tones, on a lovely pearl background. The chemise is satin, elegant, soft, presents itself exquisitely on the silhouette and is also perfect as a unique, beautiful gift."
MH140780,"Nightshirt model 140780 Donna",red,"Spandex 5 % polyamide 90 % Polyester 5 %","Elegant nightshirt from the new collection of the well-known brand Donna. Designed for lovers of smooth, feminine stylizations with a dose of romance. The chemise has a beautiful lace top, which forms both the neckline and short sleeves. The soft, elastic fabric will allow you to have a perfect rest. The cut emphasizes the silhouette nicely."
MH140784,"Nightshirt model 140784 Donna",black,"Spandex 5 % polyamide 90 % Polyester 5 %","Elegant nightshirt from the new collection of the well-known brand Donna. Designed for lovers of smooth, feminine stylizations with a dose of romance. The chemise has a beautiful lace top, which forms both the neckline and short sleeves. The soft, elastic fabric will allow you to have a perfect rest. The cut emphasizes the silhouette nicely."
MH141564,"Nightshirt model 141564 Donna",red,"Spandex 5 % polyamide 5 % Viscose 90 %","Tess Plus is an elegant nightie by Donna, available in larger sizes, that allows you to emphasize your upper body and give your figure a beautiful shape. The lace upper part forms sleeves and a V neckline that smoothly goes into a subtle, smooth, elastic fabric. An elastic band is sewn under the bust to make the whole look even better. On the back a tiny neckline. The product packed in a manufacturer's brand box with a photo of the product, with tissue paper inside, can also be a perfect gift."
MH141565,"Nightshirt model 141565 Donna","navy blue","Spandex 5 % polyamide 5 % Viscose 90 %","Tess Plus is an elegant nightie by Donna, available in larger sizes, that allows you to emphasize your upper body and give your figure a beautiful shape. The lace upper part forms sleeves and a V neckline that smoothly goes into a subtle, smooth, elastic fabric. An elastic band is sewn under the bust to make the whole look even better. On the back a tiny neckline. The product packed in a manufacturer's brand box with a photo of the product, with tissue paper inside, can also be a perfect gift."
MH141566,"Nightshirt model 141566 Donna",black,"Spandex 5 % polyamide 5 % Viscose 90 %","New! Elegant, sensual and very feminine nightgown of a renowned brand Donna, available in larger sizes. Made of high quality, elastic fabric, ideally combined with black lace. The cut is designed to cope with larger breasts, emphasizing the neckline and shoulders. An elastic band under the bust for a nice fit. Wider, comfortable straps. Model Sarah Plus, collection 2020 Product packed in a box with a picture of the product, with tissue paper inside, also ideal for a gift."
MH141567,"Nightshirt model 141567 Donna",black,"Spandex 5 % polyamide 5 % Viscose 90 %","New! Elegant, sensual and very feminine Sarah II Plus nightie by Donna, available in larger sizes. Made of high quality, elastic fabric, ideally combined with black lace. The cut is designed to cope with larger breasts, emphasizing the neckline and shoulders. An elastic band under the bust. Subtle straps, the length of which can be adjusted. On the neckline of the additional sexy stripes. Product packaged in a box with a picture of the product, with tissue paper inside, also ideal for a gift."
MH141568,"Nightshirt model 141568 Donna","navy blue","Spandex 5 % polyamide 5 % Viscose 90 %","Elegant nightshirt from the new collection of the well-known brand Donna. Designed for lovers of smooth, feminine stylizations with a dose of romance. The chemise has a beautiful lace top, which forms both the neckline and short sleeves. The soft, elastic fabric will allow you to have a perfect rest. The cut emphasizes the silhouette nicely."
MH141774,"Pyjama model 141774 Donna",black,"Spandex 5 % Viscose 95 %","Lovely, two-piece women's pyjamas made of high quality soft fabric in black colour. Blouse with V neckline, finished with lace. Shorts with a neat cut, on a wider elastic band, with a bow at the waist and frill around the thighs. The product is beautifully packaged in a brand box with a photo of the product, with tissue paper inside."
MH141775,"Pyjama model 141775 Donna",pink,"Spandex 5 % Viscose 95 %","Lovely, two-piece women's pajamas made of high quality soft fabric. In charming pastel pink colour. Blouse with V neckline, finished with lace in this place. Shorts with a neat cut, on a wider elastic band, with a bow at the waist and frill around thighs. The product is beautifully packaged in a brand box with a photo of the product, with tissue paper inside."
MH141776,"Sexy shirt model 141776 Donna",pink,"Spandex 5 % Viscose 95 %","Comfortable, very feminine nightdress with soft, profiled cups, with a frill around the thighs. New from the spring-summer 2020 collection by Donna. Pleasant to the touch, soft fabric and a charming, charming cut. Model on wider straps, with lace trim at the neckline and a large, sweet satin bow in the middle."
MH141777,"Sexy shirt model 141777 Donna",black,"Spandex 5 % Viscose 95 %","Comfortable, very feminine nightdress with soft, profiled cups, with a frill around the thighs. New from the spring-summer 2020 collection by Donna. Pleasant to the touch, soft fabric and a charming, charming cut. Model on wider straps, with lace trim at the neckline and a large, sweet satin bow in the middle."
MH141901,"Nightshirt model 141901 Donna",black,"Spandex 5 % polyamide 5 % Viscose 90 %","Tess Plus is an elegant nightie by Donna, available in larger sizes, that allows you to emphasize your upper body and give your figure a beautiful shape. The lace upper part forms sleeves and a V neckline that smoothly goes into a subtle, smooth, elastic fabric. An elastic band is sewn under the bust to make the whole look even better. On the back a tiny neckline. The product packed in a manufacturer's brand box with a photo of the product, with tissue paper inside, can also be a perfect gift."
MH142435,"Nightshirt model 142435 Donna",beige,"Spandex 5 % polyamide 5 % Viscose 90 %","A subtle, very feminine nightgown in a spring edition. A version with a touch of romanticism inscribed in the design. The top is covered with a drawing of subtle flowers, which immediately catches the eye. V neckline with a tempting lace insertion looks particularly beautiful. Short sleeves, also patterned. The bottom part remains smooth. The cut perfectly accentuates the body line and is very comfortable. Soft, elastic fabric."
MH142673,"Nightshirt model 142673 Donna",beige,"Spandex 5 % polyamide 5 % Viscose 90 %","A subtle, very feminine nightgown on thin straps, in an extremely spring-like edition. The version with a touch of romanticism inscribed in the design. The top is covered with a drawing of subtle flowers, which immediately catches the eye. Neckline with a charming, lace trim. A bow under the bust. The cut perfectly accentuates the body line and is very comfortable. Soft, elastic fabric."
MH144555,"Sexy set model 144555 Donna",beige,"Spandex 5 % polyamide 5 % Viscose 90 %","The latest proposal from the well-known brand Donna - two-piece, beige and pink pajamas with leopard print. The set in one of the most fashionable colours, very feminine. Soft cups decorated with print and lace trim. Shorts on a comfortable elastic waistband with decorative frill around thighs."
MH144557,"Sexy shirt model 144557 Donna",beige,"Spandex 5 % polyamide 5 % Viscose 90 %","Very pretty and, what is more, exceptionally feminine Selma Plus nightdress by Donna, in a fashionable beige colour. Model available in sizes up to 6XL, designed to take into account the needs of larger breasts. Soft, plastic fabric of high quality, wider, comfortable shoulder straps, lace insertion on the neckline in the shade of subtle, pastel pink, appropriate stitching under the bust."
MH108203,"Bathrobe model 108203 Dn-nightwear",grey,"Cotton 95 % Spandex 5 %","<br/>Comfortable robe in grey colour.
<br/>- open neckline
<br/>- 3/4 length sleeves
<br/>- model knotted inside and outside
<br/>- easy access to the breasts
<br/>- straight cut
<br/>- comfortable cut
<br/>- robe is made of high quality cotton knitwear"
MH108204,"Nightshirt model 108204 Dn-nightwear",grey,"Cotton 60 % Polyester 40 %","<br/>Comfortable plain T-shirt from the Doctor Nap line.
<br/>- short sleeve.
<br/>- scoop neckline
<br/>- front fastening with press studs
<br/>- easy access to the chest
<br/>- straight cut
<br/>- side slits
<br/>- comfortable cut
<br/>- model is ideal for pregnant women and nursing moms."
MH110985,"Nightshirt model 110985 Dn-nightwear",blue,"Cotton 50 % Polyester 50 %","<br/>Comfortable nightshirt from the Doctor Nap line.
<br/>- short sleeve
<br/>- envelope neckline
<br/>- easy access to breasts
<br/>- straight cut
<br/>- comfortable cut
<br/>- T-shirt is made of high quality cotton knitwear
<br/>- model is ideal for pregnant women and nursing moms."
MH110991,"Nightshirt model 110991 Dn-nightwear",black,"Spandex 5 % Viscose 95 %","<br/>Female nightie from the Doctor Nap line.
<br/>- short sleeve.
<br/>- pointed neckline
<br/>- neckline finished with delicate lace
<br/>- comfortable cut
<br/>- shirt is made of high quality viscose knitted fabric."
MH110992,"Nightshirt model 110992 Dn-nightwear",grey,"Spandex 5 % Viscose 95 %","<br/>Female nightie from the Doctor Nap line.
<br/>- short sleeve.
<br/>- pointed neckline
<br/>- neckline finished with delicate lace
<br/>- comfortable cut
<br/>- shirt is made of high quality viscose knitted fabric."
MH110998,"Nightshirt model 110998 Dn-nightwear",blue,"Cotton 95 % Polyester 5 %","<br/>Pregnancy chemise is ideal for pregnant women and in the later period for breastfeeding.
The model is made of pleasant to the touch knitwear.
<T-shirt with a round neckline and a subtle print on the front. The neckline is finished with concealed zippers that provide easy access to the breasts. The bottom finished with a binding. Soft and pleasant T-shirt, suitable during pregnancy and breastfeeding."
MH121346,"Nightshirt model 121346 Dn-nightwear",pink,"Cotton 100 %","<Comfortable T-shirt from the Doctor Nap line.
<br/>- front decorated with a charming crown.
<br/>- short sleeve
<br/>- crew neckline
<br/>- front fastening with press studs
<br/>- easy access to the breasts
<br/>- silver bows on the sides at the bottom of the chemise, bottom hem <br/>- comfortable cut
<br/>- comfortable cut
<br/>- shirt is made of high quality cotton knitwear
<br/>- the model is ideal for pregnant women and nursing mums"
MH121353,"Nightshirt model 121353 Dn-nightwear",grey,"Cotton 100 %","<br/>Comfortable T-shirt from the Doctor Nap line.
<br/>- front decorated with print
<br/>- short sleeve
<br/>- neckline rounded
<br/>- neckline is finished with covered zippers that provide easy access to the breasts
<br/>- tied bottom hem
<br/>- comfortable cut
<br/>- shirt is made of high quality cotton knitwear
<br/>- model is ideal for pregnant women and nursing mums"
MH129246,"Nightshirt model 129246 Dn-nightwear",black,"Cotton 100 %","Comfortable, patterned T-shirt from the Doctor Nap line.
<br/>- short sleeve.
<br/>- boat neckline
<br/>- front button closure
<br/>- easy access to the chest
<br/>- straight cut
<br/>- slightly longer back
<br/>- comfortable cut
<br/>- fashionable pattern
<br/>- model is ideal for pregnant women and nursing moms."
MH129247,"Nightshirt model 129247 Dn-nightwear",grey,"Cotton 95 % Spandex 5 %","Comfortable plain T-shirt from the Doctor Nap line.
<br/>- short sleeve.
<br/>- crew neckline
<br/>- front fastening with press studs
<br/>- easy access to the chest
<br/>- straight cut
<br/>- openings on sides
<br/>- comfortable cut
<br/>- model is ideal for pregnant women and nursing moms."
MH131626,"Nightshirt model 131626 Dn-nightwear","navy blue","Cotton 100 %","<Comfortable T-shirt from the Doctor Nap line.
<br/>- front decorated with a charming crown.
<br/>- short sleeve
<br/>- crew neckline
<br/>- front fastening with press studs
<br/>- easy access to the breasts
<br/>- at the bottom of the chemise, on the sides bows, bottom half-rounded finish
<br/>- comfortable cut
<br/>- shirt is made of high quality cotton knitwear
<br/>- the model is ideal for pregnant women and nursing mums"
MH131627,"Nightshirt model 131627 Dn-nightwear",grey,"Cotton 100 %","<br/>Comfortable T-shirt from the Doctor Nap line.
<br/>- short sleeve.
<br/>- round neckline
<br/>- front fastening with press studs
<br/>- easy access to the chest
<br/>- bottom is finished with a delicate frill
<br/>- extended back
<br/>- pockets
<br/>- comfortable cut
<br/>- loose cut of oversize type
<br/>- model is ideal for pregnant women and nursing moms."
MH131633,"Nightshirt model 131633 Dn-nightwear",blue,"Cotton 100 %","<br/>Comfortable patterned t-shirt from the Doctor Nap line.
<br/>- short sleeve.
<br/>- neckline
<br/>- front button closure
<br/>- easy access to the chest
<br/>- straight cut
<br/>- slightly longer back
<br/>- comfortable cut
<br/>- fashionable pattern
<br/>- model is ideal for pregnant women and nursing moms."
MH132840,"Nightshirt model 132840 Dn-nightwear","navy blue","Cotton 100 %","<br/>Comfortable shirt from the Doctor Nap line.
<br/>- short sleeve.
<br/>- crew neckline
<br/>- front fastening with press studs
<br/>- easy access to the chest
<br/>- tulip-shaped cut with slightly widened hips
<br/>- side pockets
<br/>- comfortable cut
<br/>- ideally suitable for pregnant women and breastfeeding mums
<br/>- striped pattern"
MH132843,"Nightshirt model 132843 Dn-nightwear",red,"Cotton 100 %","<br/>Comfortable shirt from the Doctor Nap line.
<br/>- short sleeve.
<br/>- crew neckline
<br/>- front fastening with press studs
<br/>- easy access to the chest
<br/>- straight cut
<br/>- extended back
<br/>- comfortable cut
<br/>- ideally suitable for pregnant women and nursing mums
<br/>- fashionable checked pattern"
MH134867,"Bathrobe model 134867 Dn-nightwear",pink,"Cotton 50 % Modal 50 %","<br/>Women's bathrobe in soft modal from the Doctor Nap line.
<br/>- 3/4 length sleeves
<br/>- comfortable kimono cut
<br/>- tied at the waist with satin belt
<br/>- dressing gown also suitable for pregnancy and breastfeeding
<br/>- sleeves and bottom hem finished with lace
<br/>- knitted fabric certified according to OEKO-TEX Standard 100
<br/><br/>What are the advantages of MODAL:
<br/>- the fine fibres make modal very skin-friendly, it is often called ""the softest fibre in the world""
<br/>- it is compared to viscose, however it is more durable, much more pleasant to the touch (it has a fine satin finish) soft and resilient
<absorbs 50% more moisture (sweat) than cotton, keeps skin dry and allows it to breathe, ideal for higher temperatures
<br/>- non-moisture
<br/>- resistant to washing, shrinking and damage
<br/>- hypoallergenic
<br/>- does not need ironing if dried properly
<br/>- does not crease as easily as viscose and modal fibres do not get damaged by hard water and detergents and therefore retain their colour
<br/><br/>Produced in Poland.
<br/>"
MH134871,"Nightshirt model 134871 Dn-nightwear",white,"Cotton 100 %","<br/>Sleep shirt from the Doctor Nap line.
<br/>- round neckline
<br/>- inscription on front.
<br/>- long sleeve.
<br/>- sleeve finished with a wide ribbed hem
<br/>- comfortable, loose cut
<br/>- shirt is made of high quality cotton knitwear
<br/>- knitted fabric certified with OEKO-TEX Standard 100
<br/><br/>Produced in Poland.<br/>."
MH172700,"Nightshirt model 172700 Dn-nightwear","navy blue","Cotton 100 %","Extremely comfortable and at the same time charming nightgown. Short sleeve. Round neckline with a slit. Button closure at the front. Bottom finished with a welt. A perfect choice for autumn and winter nights. The shirt is made of high quality, pleasant to the touch cotton knit fabric imitating denim."
MH172701,"Pyjama model 172701 Doctor Nap","navy blue","Cotton 100 %","<br/>Cute two-piece pajamas from the Doctor Nap line in organic cotton.
<br/>- classic cut
<br/>- short sleeve
<br/>- collar
<br/>- button closure
<br/>- decorative piping
<br/>- short shorts
<br/>- wide, comfortable elastic waistband
<br/>- practical pockets
<br/>- soft cotton will provide comfort while sleeping
<br/>- made in Poland
<br/>- decorative cardboard box perfect for a gift
<br/><br/>- Advantages of organic cotton:
<br/>- is free from harmful chemicals that threaten our health.
<br/>- completely safe for the skin, does not contain impurities in the form of substances considered dangerous to the human nervous system (e.g. insecticides: parathion, diazinon. It also has no residues of heavy metals, petroleum-based substances or formaldehyde, found in conventional cotton clothing)
<br/>- its fibers, which have avoided contact with strong chemicals, are more malleable, soft to the touch and better able to withstand the passage of time thanks to which it is more durable, wears out more slowly and withstands washing better
<br/>- is hypoallergenic, ideal for all allergy sufferers, safe for skin prone to irritation or prone to atopic dermatitis
<br/>- it is a material in the production of which only natural methods are used, natural pesticides are used is ecological, and at no stage of the production of organic cotton materials are used methods that would endanger ecosystems
<br/>- fair trade principles are applied during cultivation"
MH172702,"Nightshirt model 172702 Doctor Nap","navy blue","Cotton 100 %","<br/>Comfortable patterned T-shirt from the Doctor Nap line.
<br/>- short sleeve
<br/>- neckline
<br/>- front button closure
<br/>- easy access to the chest
<br/>- straight cut
<br/>- slightly longer back
<br/>- comfortable cut
<br/>- fashionable pattern
<br/>- model is ideal for pregnant women and nursing moms.


<br/><br/>The model in the picture is 165 cm tall."
MH172703,"Nightshirt model 172703 Doctor Nap",pink,"Cotton 100 %","<br/>Comfortable T-shirt from the Doctor Nap line.
<br/>- front decorated with a print
<br/>- short sleeve
<br/>- round neckline
<br/>- neckline is finished with covered zippers for easy access to the breasts
<br/>- tied bottom
<br/>- comfortable cut
<br/>- model is ideal for pregnant women and nursing moms
<br/>- shirt is made of high quality cotton knit fabric
<br/>- the fabric has a safety certificate OEKO-TEX Standard 100
<br/><br/>Made in Poland."
MH172704,"Pyjama model 172704 Doctor Nap",pink,"Cotton 100 %","<br/>Cute two-piece pajamas from the Doctor Nap line in organic cotton.
<br/>- classic cut
<br/>- short sleeve
<br/>- collar
<br/>- button closure
<br/>- decorative piping
<br/>- short shorts
<br/>- wide, comfortable elastic waistband
<br/>- practical pockets
<br/>- soft cotton will provide comfort while sleeping
<br/>- made in Poland
<br/>- decorative cardboard box perfect for a gift
<br/><br/>- Advantages of organic cotton:
<br/>- is free from harmful chemicals that threaten our health.
<br/>- completely safe for the skin, does not contain impurities in the form of substances considered dangerous to the human nervous system (e.g. insecticides: parathion, diazinon. It also has no residues of heavy metals, petroleum-based substances or formaldehyde, found in conventional cotton clothing)
<br/>- its fibers, which have avoided contact with strong chemicals, are more malleable, soft to the touch and better able to withstand the passage of time thanks to which it is more durable, wears out more slowly and withstands washing better
<br/>- is hypoallergenic, ideal for all allergy sufferers, safe for skin prone to irritation or prone to atopic dermatitis
<br/>- it is a material in the production of which only natural methods are used, natural pesticides are used is ecological, and at no stage of the production of organic cotton materials are used methods that would endanger ecosystems
<br/>- fair trade principles are applied during cultivation"
MH172705,"Nightshirt model 172705 Doctor Nap",red,"Cotton 100 %","Classic women's shirt with long sleeves, button front closure. The model is ideal for pregnant women and nursing moms. The shirt is made of high-quality cotton knit fabric. The knitted fabric has the OEKO-TEX Standard 100 certificate."
MH172706,"Nightshirt model 172706 Doctor Nap",red,"Cotton 100 %","<br/>Comfortable T-shirt from the Doctor Nap line.
<br/>- short sleeve
<br/>- round neckline
<br/>- front fastening with press studs
<br/>- easy access to the chest
<br/>- comfortable cut
<br/>- loose cut of oversize type
<br/>- model is ideal for pregnant women and nursing moms"
MH173788,"Bathrobe model 173788 Doctor Nap",grey,"Cotton 60 % Polyester 40 %","<br>Classic women's bathrobe
<br/>- zippered at the front
<br/>- neckline
<br/>- long sleeve
<br/>- comfortable cut
<br/>- side pockets
<br/>- comfortable hood"
MH173789,"Bathrobe model 173789 Doctor Nap","navy blue","Cotton 100 %","<br/>Female organic cotton bathrobe from the Doctor Nap line.
<br/>- kimono cut
<br/>- 3/4 sleeve
<br/>- tied at the waist
<br/>- knee length
<br/>- soft and pleasant to the touch knit fabric
<br/>- the knitted fabric is OEKO-TEX Standard 100 certified
<br/>- bathrobe packed in a cardboard box
<br/>- manufactured in Poland
<br/><br/>Benefits of organic cotton:
<br/>- free from harmful chemicals
<br/>- completely safe for the skin, does not contain impurities in the form of substances considered dangerous to the human nervous system (such as insecticides: parathion, diazinon. It also has no residues of heavy metals, petroleum substances or formaldehyde
<br/>- its fibers are more malleable, softer to the touch and better able to withstand the passage of time thanks to which it is more durable, wears out more slowly and withstands washing better
<br/>- it is hypoallergenic, ideal for all allergy sufferers, safe for skin prone to irritation or prone to atopic dermatitis
<br/>- it is a material in the production of which only natural methods are used, natural plant protection products are used is ecological
<br/>- fair trade principles are applied during cultivation
<br/><br/>Composition: 100% cotton."
MH173790,"Nightshirt model 173790 Doctor Nap",black,"Cotton 100 %","<br/>Comfortable T-shirt from the Doctor Nap line.
<br/>- short sleeve,
<br/>- shirt length to the knees,
<br/>- bottom of shirt and sleeves finished with frill.
<br/>- round neckline
<br/>- decorative frill under the bust line
<br/>- comfortable cut
<br/>- comfortable side pockets
<br/>- model partially unfastened with press studs
<br/>- great for feeding the newborn baby
<br/>- suitable for wearing at any stage of pregnancy
<br/>- decorative patch with manufacturer's logo
<br/>- product designed and sewn in Poland"
MH173791,"Pyjama model 173791 Doctor Nap","navy blue","Cotton 100 %","<br/>Cute two-piece women's pajamas
<br/>- round neckline
<br/>- shirt with short sleeves
<br/>- short shorts with pockets
<br/>- straight leg
<br/>- comfortable elastic waistband
<br/>- soft cotton will provide comfort while sleeping"
MH173792,"Nightshirt model 173792 Doctor Nap",blue,"Cotton 100 %","<br/>Comfortable nightgown for pregnant women and nursing moms from the Doctor Nap line.
<br/>- round neckline
<br/>- fastening with press studs
<br/>- easy access to the breast
<br/>- short sleeve
<br/>- comfortable cut
<br/>- side pockets
<br/>- extremely soft material that has hygroscopic and hypoallergenic properties
<br/>- shirt made of 100% high-quality cotton with certificates: OEKO-TEX Standard 100
<br/><br/>Made in Poland."
MH173793,"Pyjama model 173793 Doctor Nap",pink,"Cotton 100 %","<br/>Soft and pleasant to the touch women's pajamas will provide comfort during sleep.
<br/>- great color combination
<br/>- loose blouse with short sleeves
<br/>- 3/4 length fishnet type pants
<br/>- comfortable elastic waistband"
MH173794,"Pyjama model 173794 Doctor Nap",pink,"Cotton 100 %","<br/>Classic women's pajamas
<br/>- made of highest quality cotton knit fabric
<br/>- long sleeve blouse with small teddy bear print
<br/>- long pants with pockets with teddy bear print
<br/>- legs finished with a welt"
MH173795,"Pyjama model 173795 Doctor Nap",black,"Cotton 100 %","<br/>Classic women's pajamas
<br/>- made of highest quality cotton knit fabric
<br/>- long sleeve blouse with print
<br/>- long pants with pockets
<br/>- legs finished with a welt"
MH173796,"Nightshirt model 173796 Doctor Nap",grey,"Cotton 100 %","<br/>Comfortable nightgown from the Doctor Nap line.
<br/>- short sleeve
<br/>- round neckline
<br/>- front fastening with press studs
<br/>- easy access to breasts
<br/>- comfortable cut
<br/>- loose oversize cut
<br/>- model is ideal for pregnant women and nursing moms"
MH173797,"Pyjama model 173797 Doctor Nap",beige,"Cotton 100 %","<br/>Classic women's pajamas
<br/>- made of highest quality cotton knit fabric
<br/>- long-sleeved blouse with small teddy bear print
<br/>- long pants with pockets
<br/>- legs finished with a welt"
